employer,normalized,city,county,state,noticeDate,effectiveDate,employees,layoffType,sourceUrl
Cygnus Home Service,CYGNUS HOME SERVICE,Suffolk VA,,VA,2023-10-25,,11,Closure,https://www.vec.virginia.gov/warn-notices
NE Virginia Emergency Physicians LLC,NE VIRGINIA EMERGENCY PHYSICIANS,Fairfax & Falls Church VA,,VA,2023-10-24,,137,Layoff,https://www.vec.virginia.gov/warn-notices
Convoy Inc.,CONVOY,"Seattle, WA",,WA,2023-10-24,2023-10-19,533,Permanent,https://esd.wa.gov/about-employees/WARN
"Ericsson, Inc.",ERICSSON,Plano,Collin,TX,2023-10-23,2024-01-05,6,,https://data.texas.gov/d/8w53-c4f6
XTO Energy Inc. (Tyler),XTO ENERGY (TYLER),Tyler,Smith,TX,2023-10-23,2023-12-20,1,,https://data.texas.gov/d/8w53-c4f6
XTO Energy Inc. (Jewett #2),XTO ENERGY (JEWETT #2),Jewett,Leon,TX,2023-10-23,2023-12-20,9,,https://data.texas.gov/d/8w53-c4f6
XTO Energy Inc. (Teague #2),XTO ENERGY (TEAGUE #2),Teague,Freestone,TX,2023-10-23,2023-12-20,11,,https://data.texas.gov/d/8w53-c4f6
XTO Energy Inc. (Donie #2),XTO ENERGY (DONIE #2),Donie,Freestone,TX,2023-10-23,2023-12-20,46,,https://data.texas.gov/d/8w53-c4f6
TD Bank,TD BANK,Various locations throughout NJ,,NJ,,2023-10-23,88,,https://www.nj.gov/labor/employer-services/warn/
Morgan Olson LLC,MORGAN OLSON,Ringgold VA,,VA,2023-10-23,,435,Layoff,https://www.vec.virginia.gov/warn-notices
Magnum Venus Products,MAGNUM VENUS PRODUCTS,Kent,,WA,2023-10-23,2023-12-30,47,Permanent,https://esd.wa.gov/about-employees/WARN
XTO Energy Inc. (Franklin),XTO ENERGY (FRANKLIN),Franklin,Robertson,TX,2023-10-20,2023-12-20,15,,https://data.texas.gov/d/8w53-c4f6
XTO Energy Inc. (Jewett),XTO ENERGY (JEWETT),Jewett,Leon,TX,2023-10-20,2023-12-20,18,,https://data.texas.gov/d/8w53-c4f6
XTO Energy Inc. (Donie),XTO ENERGY (DONIE),Donie,Freestone,TX,2023-10-20,2023-12-20,20,,https://data.texas.gov/d/8w53-c4f6
HMSHost,HMSHOST,Seattle,,WA,2023-10-20,2023-12-31,65,Permanent,https://esd.wa.gov/about-employees/WARN
"GulfMark Energy, Inc.(Chico)",GULFMARK ENERGY (CHICO),Chico,Wise,TX,2023-10-19,2023-11-01,6,,https://data.texas.gov/d/8w53-c4f6
"GulfMark Energy, Inc.(Electra)",GULFMARK ENERGY (ELECTRA),Electra,Wichita,TX,2023-10-19,2023-11-01,18,,https://data.texas.gov/d/8w53-c4f6
"GulfMark Energy, Inc. (Bowie)",GULFMARK ENERGY (BOWIE),Bowie,Montague,TX,2023-10-19,2023-11-01,15,,https://data.texas.gov/d/8w53-c4f6
"GulfMark Energy, Inc.",GULFMARK ENERGY,Gainesville,Cooke,TX,2023-10-19,2023-11-01,7,,https://data.texas.gov/d/8w53-c4f6
Peace Health,PEACE HEALTH,Eugene,,OR,2023-10-19,2023-12-20,463,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Southwestern Health Resources,SOUTHWESTERN HEALTH RESOURCES,Farmers Branch,Dallas,TX,2023-10-18,2023-12-31,288,,https://data.texas.gov/d/8w53-c4f6
Wilsonville Distribution Center,WILSONVILLE DISTRIBUTION CENTER,Wilsonville,,OR,2023-10-18,2024-01-03,136,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Ahold eCommerce Sales Company LLC located,AHOLD ECOMMERCE SALES LOCATED,Lakewood,,NJ,,2023-10-13,47,,https://www.nj.gov/labor/employer-services/warn/
"Crothall Healthcare, Inc.",CROTHALL HEALTHCARE,Seattle,,WA,2023-10-13,2023-12-14,41,Permanent,https://esd.wa.gov/about-employees/WARN
"Flexport, Inc.",FLEXPORT,Bellevue,,WA,2023-10-13,2023-10-13,165,Permanent,https://esd.wa.gov/about-employees/WARN
LegalZoom.com,LEGALZOOM COM,Austin,Williamson,TX,2023-10-12,2023-12-15,122,,https://data.texas.gov/d/8w53-c4f6
"Mittera Group, Inc.",MITTERA GROUP,Carrollton,Dallas,TX,2023-10-10,2023-12-09,136,,https://data.texas.gov/d/8w53-c4f6
Accenture LLP (Austin),ACCENTURE (AUSTIN),Austin,Travis,TX,2023-10-10,2023-12-08,351,,https://data.texas.gov/d/8w53-c4f6
"Reata Pharmaceuticals, Inc.(Legacy)",REATA PHARMACEUTICALS (LEGACY),Plano,Collin,TX,2023-10-09,2023-11-27,113,,https://data.texas.gov/d/8w53-c4f6
L3Harris Technologies,L3HARRIS,Rockwall,Rockwall,TX,2023-10-09,2023-11-30,268,,https://data.texas.gov/d/8w53-c4f6
Fluor Enterprises-M&G Jumbo Project,FLUOR ENTERPRISES-M G JUMBO PROJECT,Corpus Ch,Nueces,TX,2023-10-09,2023-09-28,66,,https://data.texas.gov/d/8w53-c4f6
American Medical Response (Fort Worth#2),AMERICAN MEDICAL RESPONSE (FORT WORTH#2),Fort Worth,Tarrant,TX,2023-10-09,2023-09-03,156,,https://data.texas.gov/d/8w53-c4f6
Raytheon Technologies,RAYTHEON,Dallas,Dallas,TX,2023-10-09,2023-12-08,38,,https://data.texas.gov/d/8w53-c4f6
"Cygnus Home Service, LLC, d/b/a Yelloh",CYGNUS HOME SERVICE D/B/A YELLOH,Various locations in Washington,,WA,2023-10-09,2023-10-20,58,Permanent,https://esd.wa.gov/about-employees/WARN
Invista-Nylon Chemicals Americas,INVISTA-NYLON CHEMICALS AMERICAS,Orange,Orange,TX,2023-10-06,2023-10-27,239,,https://data.texas.gov/d/8w53-c4f6
"Epic Games, Inc.",EPIC GAMES,Bellevue,,WA,2023-10-05,2023-10-02,39,Permanent,https://esd.wa.gov/about-employees/WARN
Parker Hannifan-HVAC Division,PARKER HANNIFAN-HVAC DIVISION,Mesquite,Dallas,TX,2023-10-04,2023-12-02,76,,https://data.texas.gov/d/8w53-c4f6
United Natural Foods Inc.,UNITED NATURAL FOODS,Logan Township,,NJ,,2023-10-03,60,,https://www.nj.gov/labor/employer-services/warn/
Stitch Fix,STITCH FIX,Dallas,Dallas,TX,2023-10-02,2023-12-01,558,,https://data.texas.gov/d/8w53-c4f6
Cenlar FSB,CENLAR FSB,Ewing,,NJ,,2023-10-02,85,,https://www.nj.gov/labor/employer-services/warn/
"Hard Rock International (USA), Inc.",HARD ROCK INTERNATIONAL ( ),Seattle,,WA,2023-10-02,2023-12-01,66,Permanent,https://esd.wa.gov/about-employees/WARN
Grace,GRACE,Albany,,OR,2023-10-01,2024-06-30,23,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Grace,GRACE,Albany,,OR,2023-10-01,2024-03-31,11,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Grace,GRACE,Albany,,OR,2023-10-01,2023-12-31,61,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
PVH Corp.,PVH,Bridgewater,,NJ,,2023-10-01,56,,https://www.nj.gov/labor/employer-services/warn/
Novembal USA Inc,NOVEMBAL,Edison,,NJ,,2023-09-30,100,,https://www.nj.gov/labor/employer-services/warn/
Transdev Services Inc.,TRANSDEV,Neptune,,NJ,,2023-09-30,50,,https://www.nj.gov/labor/employer-services/warn/
Premier Glass USA LLC,PREMIER GLASS,Williamstown,,NJ,,2023-09-29,48,,https://www.nj.gov/labor/employer-services/warn/
Ingram Micro Inc.,INGRAM MICRO,Fairfield,,NJ,,2023-09-29,73,,https://www.nj.gov/labor/employer-services/warn/
"American Nursery Services, Inc.",AMERICAN NURSERY,Statewide,,WA,2023-09-28,2023-12-31,45,Permanent,https://esd.wa.gov/about-employees/WARN
Target,TARGET,Seattle,,WA,2023-09-28,2023-12-30,39,Permanent,https://esd.wa.gov/about-employees/WARN
Target,TARGET,Seattle,,WA,2023-09-28,2023-12-30,51,Permanent,https://esd.wa.gov/about-employees/WARN
T3281 Store,T3281 STORE,Portland,,OR,2023-09-26,2023-12-30,40,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
T3358 Store,T3358 STORE,Portland,,OR,2023-09-26,2023-12-30,56,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
T3381 Store,T3381 STORE,Portland,,OR,2023-09-26,2023-12-30,62,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
"Flexe, Inc.",FLEXE,Seattle,,WA,2023-09-26,2023-11-27,131,Permanent,https://esd.wa.gov/about-employees/WARN
JP Morgan Chase Bank,JP MORGAN CHASE BANK,Jersey City,,NJ,,2023-09-25,63,,https://www.nj.gov/labor/employer-services/warn/
Accesso LLC,ACCESSO,Jackson,,NJ,,2023-09-24,133,,https://www.nj.gov/labor/employer-services/warn/
Intercept Pharmaceuticals Inc.,INTERCEPT PHARMACEUTICALS,Morristown,,NJ,,2023-09-22,49,,https://www.nj.gov/labor/employer-services/warn/
"Becton, Dickinson, and Company",BECTON DICKINSON AND,Lakes,,NJ,,2023-09-22,57,,https://www.nj.gov/labor/employer-services/warn/
Owens-Brockway Glass Container Inc.,OWENS-BROCKWAY GLASS CONTAINER,Waco,McLennan,TX,2023-09-21,2023-10-16,300,,https://data.texas.gov/d/8w53-c4f6
AT&T,AT T,"Bedminister, Middletown, Paramus, and Mercer counties",,NJ,,2023-09-20,74,,https://www.nj.gov/labor/employer-services/warn/
Off Lease LLC,OFF LEASE,Katy,Harris,TX,2023-09-19,2023-09-07,103,,https://data.texas.gov/d/8w53-c4f6
Compass United,COMPASS UNITED,San Antonio,Bexar,TX,2023-09-19,2023-10-29,104,,https://data.texas.gov/d/8w53-c4f6
Aramark @Trinity Mother Frances Hospital,ARAMARK @TRINITY MOTHER FRANCES HOSPITAL,Tyler,Smith,TX,2023-09-18,2023-10-31,163,,https://data.texas.gov/d/8w53-c4f6
Aramark Christus Children's Hospital,ARAMARK CHRISTUS CHILDREN'S HOSPITAL,San Antonio,Bexar,TX,2023-09-18,2023-10-31,71,,https://data.texas.gov/d/8w53-c4f6
Aramark Christus Santa Rosa Westover Hills,ARAMARK CHRISTUS SANTA ROSA WESTOVER HILLS,San Antonio,Bexar,TX,2023-09-18,2023-10-31,73,,https://data.texas.gov/d/8w53-c4f6
Aramark Christus Hospital St.Elizabeth,ARAMARK CHRISTUS HOSPITAL ST ELIZABETH,Beaumont,Jefferson,TX,2023-09-18,2023-10-31,87,,https://data.texas.gov/d/8w53-c4f6
Aramark Christus St. Michael HospitL,ARAMARK CHRISTUS ST MICHAEL HOSPITL,Texarkana,Bowie,TX,2023-09-18,2023-10-31,87,,https://data.texas.gov/d/8w53-c4f6
Aramark Christus Spohn Shoreline,ARAMARK CHRISTUS SPOHN SHORELINE,Corpus Christi,Nueces,TX,2023-09-18,2023-10-31,116,,https://data.texas.gov/d/8w53-c4f6
Aramark @ Christus Good Shepard Medical Center,ARAMARK @ CHRISTUS GOOD SHEPARD MEDICAL CENTER,Longview,Gregg,TX,2023-09-18,2023-10-31,97,,https://data.texas.gov/d/8w53-c4f6
Prudential Financial Inc.,PRUDENTIAL FINANCIAL,Newark,,NJ,,2023-09-15,46,,https://www.nj.gov/labor/employer-services/warn/
BioSteel Sports Nutrition (Canopy Group),BIOSTEEL SPORTS NUTRITION (CANOPY GROUP),Verona VA,,VA,2023-09-14,,79,Closure,https://www.vec.virginia.gov/warn-notices
WestRock Company,WESTROCK,Tacoma,,WA,2023-09-13,2023-09-30,408,Permanent,https://esd.wa.gov/about-employees/WARN
Raytheon Technologies,RAYTHEON,Dallas,Dallas,TX,2023-09-12,2023-09-11,27,,https://data.texas.gov/d/8w53-c4f6
HII Mission Technologies (Alion Technology),HII MISSION (ALION ),Norfolk VA,,VA,2023-09-12,,157,Layoff,https://www.vec.virginia.gov/warn-notices
Thriveworks Administrative Services LLC,THRIVEWORKS ADMINISTRATIVE,Lynchburg VA,,VA,2023-09-11,,3,Layoff,https://www.vec.virginia.gov/warn-notices
Watts Regulators Co.,WATTS REGULATORS,San Antonio,Bexar,TX,2023-09-08,2023-11-06,31,,https://data.texas.gov/d/8w53-c4f6
"Divvy Homes, Inc.",DIVVY HOMES,King County,,WA,2023-09-08,2023-11-07,4,Permanent,https://esd.wa.gov/about-employees/WARN
ED Tucker Powersports,ED TUCKER POWERSPORTS,Ft. Worth,Tarrant,TX,2023-09-07,2023-10-30,165,,https://data.texas.gov/d/8w53-c4f6
"Divvy Homes, Inc",DIVVY HOMES,San Francisco,,OR,2023-09-07,2023-11-07,94,Reduction,https://data.oregon.gov/d/ijbz-jpx8
Siemens Healthcare Diagnostics Inc.,SIEMENS HEALTHCARE DIAGNOSTICS,Flanders,,NJ,,2023-09-07,67,,https://www.nj.gov/labor/employer-services/warn/
"American Nursery Services, Inc.",AMERICAN NURSERY,Newberg,,OR,2023-09-05,2023-12-31,25,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
"GXO Logistics of Texas Supply Chain, Inc",GXO LOGISTICS OF TEXAS SUPPLY CHAIN,Wilmer,Dallas,TX,2023-08-31,2023-10-31,92,,https://data.texas.gov/d/8w53-c4f6
"SkyKick, Inc.",SKYKICK,Seattle,,WA,2023-08-30,2023-10-31,181,Permanent,https://esd.wa.gov/about-employees/WARN
Freedom Graphic Systems Inc.,FREEDOM GRAPHIC SYSTEMS,Grand Prairie,Dallas,TX,2023-08-29,2023-11-17,59,,https://data.texas.gov/d/8w53-c4f6
Holiday Inn Club Vacations-Pantego,HOLIDAY INN CLUB VACATIONS-PANTEGO,Pantego,Tarrant,TX,2023-08-29,2023-10-27,56,,https://data.texas.gov/d/8w53-c4f6
Giant Delivers,GIANT DELIVERS,Manassas VA,,VA,2023-08-28,,72,Closure,https://www.vec.virginia.gov/warn-notices
"Agilent Technologies, Inc.",AGILENT,Kirkland,,WA,2023-08-28,2023-10-31,64,Permanent,https://esd.wa.gov/about-employees/WARN
SDH Services East LLC,SDH EAST,Voorhees,,NJ,,2023-08-26,93,,https://www.nj.gov/labor/employer-services/warn/
David’s Bridal LLC,DAVID’S BRIDAL,Multiple Locations - NJ,,NJ,,2023-08-26,227,,https://www.nj.gov/labor/employer-services/warn/
Verizon Corp. Resources Group LLL & other VZ Affiliates,VERIZON RESOURCES GROUP LLL OTHER VZ AFFILIATES,Basking Ridge,,NJ,,2023-08-26,183,,https://www.nj.gov/labor/employer-services/warn/
Carling Technologies,CARLING,Brownsville,Cameron,TX,2023-08-25,2023-11-03,83,,https://data.texas.gov/d/8w53-c4f6
"T-Mobile USA, Inc.",T-MOBILE,Bellevue,,WA,2023-08-25,2023-10-24,401,Permanent,https://esd.wa.gov/about-employees/WARN
VSPOne Dallas,VSPONE DALLAS,Lewisville,Denton,TX,2023-08-24,2023-10-26,15,,https://data.texas.gov/d/8w53-c4f6
Harland Clarke Corp,HARLAND CLARKE,Grapevine,Tarrant,TX,2023-08-23,2023-12-01,130,,https://data.texas.gov/d/8w53-c4f6
CVS Health (Richardson),CVS HEALTH (RICHARDSON),Richardson,Dallas,TX,2023-08-23,2023-10-21,167,,https://data.texas.gov/d/8w53-c4f6
Mayo4Sam LLC DBA P.J. Sweeney’s Restaurant & Pub,MAYO4SAM DBA P J SWEENEY’S RESTAURANT PUB,Brick,,NJ,,2023-08-23,35,,https://www.nj.gov/labor/employer-services/warn/
Walker Rd - Hillsboro,WALKER RD - HILLSBORO,Hillsboro,,OR,2023-08-22,2024-04-05,2,Reduction,https://data.oregon.gov/d/ijbz-jpx8
Bennett St. - Hillsboro,BENNETT ST - HILLSBORO,Hillsboro,,OR,2023-08-22,2024-01-12,3,Reduction,https://data.oregon.gov/d/ijbz-jpx8
Walker Rd - Hillsboro,WALKER RD - HILLSBORO,Hillsboro,,OR,2023-08-22,2024-01-12,62,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Bennett St. - Hillsboro,BENNETT ST - HILLSBORO,Hillsboro,,OR,2023-08-22,2023-12-29,2,Reduction,https://data.oregon.gov/d/ijbz-jpx8
Walker Rd - Hillsboro,WALKER RD - HILLSBORO,Hillsboro,,OR,2023-08-22,2023-12-29,3,Reduction,https://data.oregon.gov/d/ijbz-jpx8
Walker Rd - Hillsboro,WALKER RD - HILLSBORO,Hillsboro,,OR,2023-08-22,2023-12-01,1,Reduction,https://data.oregon.gov/d/ijbz-jpx8
Bennett St. - Hillsboro,BENNETT ST - HILLSBORO,Hillsboro,,OR,2023-08-22,2023-10-20,71,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Walker Rd - Hillsboro,WALKER RD - HILLSBORO,Hillsboro,,OR,2023-08-22,2023-10-20,158,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
"Crothall Healthcare, Inc.",CROTHALL HEALTHCARE,Seattle,,WA,2023-08-22,2023-10-20,174,Permanent,https://esd.wa.gov/about-employees/WARN
PTC Therapeutics Inc.,PTC THERAPEUTICS,Plainfield,,NJ,,2023-08-21,94,,https://www.nj.gov/labor/employer-services/warn/
"ImmunityBio, Inc.",IMMUNITYBIO,San Juan County,,WA,2023-08-21,2023-10-17,1,Permanent,https://esd.wa.gov/about-employees/WARN
"S&B Plant Services, LTD. (Deer Park)",S B PLANT (DEER PARK),Deer Park,Harris,TX,2023-08-18,2023-10-02,163,,https://data.texas.gov/d/8w53-c4f6
"S&B Plant Services, LTD (Pasadena)",S B PLANT (PASADENA),Pasadena,Harris,TX,2023-08-18,2023-10-02,32,,https://data.texas.gov/d/8w53-c4f6
"S&B Plant Service, LTD (La Porte)",S B PLANT SERVICE (LA PORTE),La Porte,Harris,TX,2023-08-18,2023-10-02,3,,https://data.texas.gov/d/8w53-c4f6
"Appfolio, Inc.",APPFOLIO,Richardson,Dallas,TX,2023-08-18,2023-11-15,38,,https://data.texas.gov/d/8w53-c4f6
CVS Health,CVS HEALTH,Ashland VA,,VA,2023-08-18,,43,Closure,https://www.vec.virginia.gov/warn-notices
"Wayforth, LLC (Cedar Park)",WAYFORTH (CEDAR PARK),Cedar Park,Williamson,TX,2023-08-17,2023-08-18,10,,https://data.texas.gov/d/8w53-c4f6
"Wayforth, LLC (Grapevine)",WAYFORTH (GRAPEVINE),Grapevine,Tarrant,TX,2023-08-17,2023-08-18,15,,https://data.texas.gov/d/8w53-c4f6
"Wayforth, LLC (Houston)",WAYFORTH (HOUSTON),Houston,Harris,TX,2023-08-17,2023-08-18,16,,https://data.texas.gov/d/8w53-c4f6
Cognizant Technology Solutions U.S. Corporation,COGNIZANT U S,Bothell,,WA,2023-08-17,2023-09-29,93,Permanent,https://esd.wa.gov/about-employees/WARN
BOISE CASCADE ELGIN PLYWOOD MILL,BOISE CASCADE ELGIN PLYWOOD MILL,ELGIN,,OR,2023-08-16,2023-10-14,1,Other,https://data.oregon.gov/d/ijbz-jpx8
Morgan Stanley,MORGAN STANLEY,Multiple Locations - NJ,,NJ,,2023-08-15,61,,https://www.nj.gov/labor/employer-services/warn/
Yellow Corporation,YELLOW,"Everett, Seattle, Tacoma, E. Wenatchee, Union Gap, Pasco, Spokane",,WA,2023-08-14,2023-07-30,437,Permanent,https://esd.wa.gov/about-employees/WARN
WayForth,WAYFORTH,Richmond VA,,VA,2023-08-11,,78,Layoff,https://www.vec.virginia.gov/warn-notices
"Centerra, a Constellis Company",CENTERRA A CONSTELLIS,"Seattle, Tacoma, Yakima, Spokane, Richland",,WA,2023-08-11,2023-09-30,92,Permanent,https://esd.wa.gov/about-employees/WARN
Centerra,CENTERRA,Herndon,,OR,2023-08-10,2023-09-30,52,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Cascades Tissue Group - St Helens Paper,CASCADES TISSUE GROUP - ST HELENS PAPER,St. Helens,,OR,2023-08-10,2023-10-14,72,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Parkdale,PARKDALE,Hillsville VA,,VA,2023-08-10,,326,Closure,https://www.vec.virginia.gov/warn-notices
Honeywell Intelligrated,HONEYWELL INTELLIGRATED,Arlington,Tarrant,TX,2023-08-08,2023-10-27,80,,https://data.texas.gov/d/8w53-c4f6
"Babylon, Inc",BABYLON,Austin,Travis,TX,2023-08-08,2023-08-07,94,,https://data.texas.gov/d/8w53-c4f6
TATA Consultancy Services,TATA CONSULTANCY,Austin,Williamson,TX,2023-08-08,2023-10-02,85,,https://data.texas.gov/d/8w53-c4f6
"KeHE Distributors, Inc",KEHE DISTRIBUTORS,Statewide,,WA,2023-08-07,2023-10-06,42,Permanent,https://esd.wa.gov/about-employees/WARN
"PSW Real Estate, LLC",PSW REAL ESTATE,Austin,Travis,TX,2023-08-04,2023-07-31,87,,https://data.texas.gov/d/8w53-c4f6
Regal Rexnord,REGAL REXNORD,Mission,Hidalgo,TX,2023-08-03,2023-09-30,78,,https://data.texas.gov/d/8w53-c4f6
Compass Group,COMPASS GROUP,Sugar Land,Fort Bend,TX,2023-08-03,2023-08-01,153,,https://data.texas.gov/d/8w53-c4f6
Yellow Freight (Abilene),YELLOW FREIGHT (ABILENE),Abilene,Taylor,TX,2023-08-03,2023-07-28,4,,https://data.texas.gov/d/8w53-c4f6
Yellow Freight (Fort Worth},YELLOW FREIGHT (FORT WORTH},Fort Worth,Tarrant,TX,2023-08-03,2023-07-28,84,,https://data.texas.gov/d/8w53-c4f6
Yellow Freight (El Paso),YELLOW FREIGHT (EL PASO),El Paso,El Paso,TX,2023-08-03,2023-07-28,45,,https://data.texas.gov/d/8w53-c4f6
Yellow Freight (Sherman),YELLOW FREIGHT (SHERMAN),Sherman,Grayson,TX,2023-08-03,2023-07-28,25,,https://data.texas.gov/d/8w53-c4f6
Yellow Freight (Waco),YELLOW FREIGHT (WACO),Waco,McLennan,TX,2023-08-03,2023-07-28,17,,https://data.texas.gov/d/8w53-c4f6
FedEx Supply Chain Logistics & Electronics (Ft. Worth),FEDEX SUPPLY CHAIN LOGISTICS ELECTRONICS (FT WORTH),Fort Worth,Tarrant,TX,2023-08-02,2023-09-23,280,,https://data.texas.gov/d/8w53-c4f6
Yellow Freight (Dallas),YELLOW FREIGHT (DALLAS),Dallas,Dallas,TX,2023-08-01,2023-07-28,530,,https://data.texas.gov/d/8w53-c4f6
"Ericsson, Inc.",ERICSSON,Plano,Collin,TX,2023-08-01,2023-09-29,64,,https://data.texas.gov/d/8w53-c4f6
PVH Corp,PVH,Bridgewater,,NJ,,2023-08-01,13,,https://www.nj.gov/labor/employer-services/warn/
DC-25 Portland Distribution Center,DC-25 PORTLAND DISTRIBUTION CENTER,Portland,,OR,2023-07-31,2023-11-03,23,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
DC-25 Portland Distribution Center,DC-25 PORTLAND DISTRIBUTION CENTER,Portland,,OR,2023-07-31,2023-10-06,78,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
CTR Management Group LLC,CTR MANAGEMENT GROUP,Tysons VA,,VA,2023-07-31,,93,Closure,https://www.vec.virginia.gov/warn-notices
"Columbia Valley Fruit, LLC",COLUMBIA VALLEY FRUIT,Union Gap,,WA,2023-07-31,2023-09-28,131,Permanent,https://esd.wa.gov/about-employees/WARN
Roseburg-509,ROSEBURG-509,Roseburg,,OR,2023-07-30,2023-07-30,72,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Eugene-506,EUGENE-506,Eugene,,OR,2023-07-30,2023-06-30,15,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Yellow Trucking (YRC Freight) Teamsters Local 29,YELLOW TRUCKING (YRC FREIGHT) TEAMSTERS LOCAL 29,Fishersville VA,,VA,2023-07-30,,24,Closure,https://www.vec.virginia.gov/warn-notices
Yellow Trucking (YRC Freight) Teamsters Local 171,YELLOW TRUCKING (YRC FREIGHT) TEAMSTERS LOCAL 171,Roanoke VA,,VA,2023-07-30,,24,Closure,https://www.vec.virginia.gov/warn-notices
Yellow Trucking (YRC Freight) Teamsters Local 639,YELLOW TRUCKING (YRC FREIGHT) TEAMSTERS LOCAL 639,Manassas VA,,VA,2023-07-30,,23,Closure,https://www.vec.virginia.gov/warn-notices
Yellow Trucking (YRC Freight) Teamsters Local 822,YELLOW TRUCKING (YRC FREIGHT) TEAMSTERS LOCAL 822,Chesapeake VA,,VA,2023-07-30,,37,Closure,https://www.vec.virginia.gov/warn-notices
Yellow Trucking (YRC Freight) Teamsters Local 592,YELLOW TRUCKING (YRC FREIGHT) TEAMSTERS LOCAL 592,Chesterfield VA,,VA,2023-07-30,,70,Closure,https://www.vec.virginia.gov/warn-notices
Medford Plant,MEDFORD PLANT,Medford,,OR,2023-07-28,2023-12-23,18,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Medford Plant,MEDFORD PLANT,Medford,,OR,2023-07-28,2023-09-23,56,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Vibra Hospital of Desoto,VIBRA HOSPITAL OF DESOTO,DeSoto,Dallas,TX,2023-07-27,2023-09-29,76,,https://data.texas.gov/d/8w53-c4f6
Roche Molecular Systems Inc,ROCHE MOLECULAR SYSTEMS,Branchburg,,NJ,,2023-07-25,165,,https://www.nj.gov/labor/employer-services/warn/
Amazon (remote workers ),AMAZON (REMOTE WORKERS ),Jersey City,,NJ,,2023-07-25,36,,https://www.nj.gov/labor/employer-services/warn/
Amazon (warehouse workers),AMAZON (WAREHOUSE WORKERS),Jersey City,,NJ,,2023-07-25,55,,https://www.nj.gov/labor/employer-services/warn/
Meta Platforms Inc (formerly Facebook),META PLATFORMS (FORMERLY FACEBOOK),Remote Location,,NJ,,2023-07-21,114,,https://www.nj.gov/labor/employer-services/warn/
QOMPLX,QOMPLX,Tysons VA,,VA,2023-07-20,,60,Closure,https://www.vec.virginia.gov/warn-notices
Ventra Health,VENTRA HEALTH,Fort Worth,Tarrant,TX,2023-07-19,2023-10-09,64,,https://data.texas.gov/d/8w53-c4f6
"Rise Services, Inc.",RISE,Mesa,,OR,2023-07-18,,0,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Portfolio Recovery Associates LLC (PRA Group Inc.),PORTFOLIO RECOVERY ASSOCIATES (PRA GROUP ),Danville VA,,VA,2023-07-18,,123,Closure,https://www.vec.virginia.gov/warn-notices
"David's Bridal, LLC (Frisco)",DAVID'S BRIDAL (FRISCO),Frisco,Collin,TX,2023-07-17,2023-07-17,53,,https://data.texas.gov/d/8w53-c4f6
"David's Bridal, LLC (Arlington)",DAVID'S BRIDAL (ARLINGTON),Arlington,Tarrant,TX,2023-07-17,2023-07-17,27,,https://data.texas.gov/d/8w53-c4f6
"David's Bridal, LLC (Friendswood)",DAVID'S BRIDAL (FRIENDSWOOD),Friendswood,Harris,TX,2023-07-17,2023-07-17,35,,https://data.texas.gov/d/8w53-c4f6
"David's Bridal, LLC (610 & San Felipe Shop Center)",DAVID'S BRIDAL (610 SAN FELIPE SHOP CENTER),Houston,Harris,TX,2023-07-17,2023-07-17,39,,https://data.texas.gov/d/8w53-c4f6
"David's Bridal, LLC (San Antonio)",DAVID'S BRIDAL (SAN ANTONIO),San Antonio,Bexar,TX,2023-07-17,2023-07-17,38,,https://data.texas.gov/d/8w53-c4f6
"David's Bridal, LLC (Houston North The Woodlands)",DAVID'S BRIDAL (HOUSTON NORTH THE WOODLANDS),Woodlands,Montgomery,TX,2023-07-17,2023-07-17,41,,https://data.texas.gov/d/8w53-c4f6
"David's Bridal, LLC (Hurst)",DAVID'S BRIDAL (HURST),Hurst,Tarrant,TX,2023-07-17,2023-07-17,25,,https://data.texas.gov/d/8w53-c4f6
"David's Bridal, LLC (North Dallas)",DAVID'S BRIDAL (NORTH DALLAS),Dallas,Tarrant,TX,2023-07-17,2023-07-17,33,,https://data.texas.gov/d/8w53-c4f6
